,ip_address,whois_date,last_analysis_date,reputation,as_owner,country,asn,image,processed_date,target_geo_country,_id,last_analysis_stats.harmless,last_analysis_stats.malicious,last_analysis_stats.suspicious,last_analysis_stats.undetected,last_analysis_stats.timeout,total_votes.harmless,total_votes.malicious
128,129.226.3.42,2023-02-20 16:33:59,2023-02-20 16:28:54,0,"Tencent Building, Kejizhongyi Avenue",SG,132203,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaca,75,0,0,13,0,0,0
129,129.227.66.66,2023-02-16 12:30:43,2023-02-27 00:30:51,0,ZEN-ECN,SG,21859,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aacb,74,0,0,14,0,0,0
130,129.227.82.150,2023-01-27 13:57:35,2023-02-16 19:54:56,0,ZEN-ECN,SG,21859,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aacc,87,0,0,0,0,0,0
131,129.227.82.151,2023-01-27 13:56:34,2023-02-16 19:54:56,0,ZEN-ECN,SG,21859,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aacd,87,0,0,0,0,0,0
132,129.227.82.185,2023-02-03 22:19:23,2023-02-27 20:27:11,0,ZEN-ECN,SG,21859,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aace,73,0,0,15,0,0,0
133,13.213.86.215,,2023-02-13 23:00:54,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aacf,87,0,0,0,0,0,0
134,13.214.91.161,,2023-02-22 23:58:15,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aad0,87,0,0,0,0,0,0
135,13.215.82.183,,,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aad1,87,0,0,0,0,0,0
136,13.227.242.14,2023-02-03 03:00:50,2023-02-21 15:41:35,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aad2,87,0,0,0,0,0,0
137,13.227.242.59,2023-02-02 22:18:16,2023-02-21 09:30:59,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aad3,87,0,0,0,0,0,0
138,13.227.248.101,2023-02-17 22:31:02,2023-02-25 17:57:23,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aad4,87,0,0,0,0,0,0
139,13.227.250.146,2023-02-17 10:18:22,2023-02-26 01:22:31,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aad5,87,0,0,0,0,0,0
140,13.227.254.102,2023-01-31 15:19:20,2023-02-27 12:39:14,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aad6,87,0,0,0,0,0,0
141,13.227.254.117,2023-02-18 21:11:25,2023-02-28 16:03:32,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aad7,79,0,0,9,0,0,0
142,13.227.254.124,2023-02-21 10:24:58,2023-02-28 12:32:48,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aad8,87,0,0,0,0,0,0
143,13.227.254.127,2023-02-27 14:08:09,2023-02-27 14:07:04,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aad9,75,0,0,13,0,0,0
144,13.227.254.35,2023-02-21 13:38:34,2023-02-27 17:17:29,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aada,74,0,0,14,0,0,0
145,13.227.254.40,2023-02-25 04:14:25,2023-02-28 12:12:57,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aadb,75,0,0,13,0,0,0
146,13.227.254.67,2023-02-25 06:36:16,2023-02-28 19:33:25,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aadc,74,0,0,14,0,0,0
147,13.227.254.80,2023-02-18 13:31:50,2023-02-28 13:55:46,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aadd,79,0,0,9,0,0,0
148,13.227.254.94,2023-02-19 15:26:06,2023-02-27 13:42:31,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aade,79,0,0,9,0,0,0
149,13.227.254.98,2023-02-04 14:52:35,2023-02-28 13:01:42,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aadf,79,0,0,9,0,0,0
150,13.227.254.99,2023-02-20 12:04:02,2023-02-27 10:59:18,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aae0,74,0,0,14,0,0,0
151,13.228.107.3,2021-03-12 17:09:01,2023-02-26 12:09:16,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aae1,87,0,0,0,0,0,0
152,13.228.147.133,2020-02-13 21:06:53,2023-02-28 15:59:47,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aae2,87,0,0,0,0,0,0
153,13.228.166.121,2020-04-14 20:38:24,,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aae3,87,0,0,0,0,0,0
154,13.228.90.32,2020-01-06 02:18:04,2023-02-26 08:58:24,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aae4,87,0,0,0,0,0,0
155,13.229.19.162,2020-12-12 06:42:30,2023-01-19 10:08:34,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aae5,87,0,0,0,0,0,0
156,13.229.193.129,2021-08-18 17:47:58,2023-02-27 22:36:12,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aae6,87,0,0,0,0,0,0
157,13.229.245.58,,2023-02-24 17:22:31,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aae7,87,0,0,0,0,0,0
158,13.229.42.247,2020-10-16 10:00:00,,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aae8,87,0,0,0,0,0,0
159,13.251.133.111,,,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aae9,87,0,0,0,0,0,0
160,13.251.171.38,2021-06-23 08:09:31,2023-02-27 07:30:52,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaea,87,0,0,0,0,0,0
161,13.251.177.192,2021-02-28 19:19:17,2023-02-18 19:44:50,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaeb,87,0,0,0,0,0,0
162,13.251.179.112,,2023-01-26 10:50:55,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaec,87,0,0,0,0,0,0
163,13.251.233.244,2021-01-07 09:34:49,2023-02-23 01:02:14,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaed,74,0,0,14,0,0,0
164,13.251.71.45,2019-10-07 13:50:15,,0,AMAZON-02,SG,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaee,87,0,0,0,0,0,0
165,13.33.100.113,2023-01-30 16:34:15,2023-02-26 21:10:27,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaef,87,0,0,0,0,0,0
166,13.33.100.129,2023-02-19 14:15:07,2023-02-23 18:01:17,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaf0,87,0,0,0,0,0,0
167,13.33.100.132,2023-01-18 21:00:49,2023-02-06 18:37:45,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaf1,87,0,0,0,0,0,0
168,13.33.100.30,2023-02-13 02:38:16,2023-02-26 22:11:37,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaf2,87,0,0,0,0,0,0
169,13.33.100.61,2023-02-11 09:38:27,2023-02-27 17:07:55,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaf3,87,0,0,0,0,0,0
170,13.33.100.94,2023-02-09 10:48:22,2023-02-26 13:32:33,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaf4,87,0,0,0,0,0,0
171,13.33.28.118,2023-02-17 09:27:13,2023-02-26 00:11:11,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaf5,75,0,0,13,0,0,0
172,13.33.28.151,2023-02-16 15:12:50,2023-02-16 15:11:45,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaf6,87,0,0,0,0,0,0
173,13.33.28.218,2023-02-08 15:00:12,2023-02-08 14:59:07,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaf7,87,0,0,0,0,0,0
174,13.33.28.229,2023-02-04 16:35:50,2023-02-21 19:14:12,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaf8,87,0,0,0,0,0,0
175,13.33.28.61,2023-01-19 16:20:26,2023-02-17 23:43:10,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaf9,87,0,0,0,0,0,0
176,13.33.28.65,2023-01-31 04:41:12,2023-02-27 13:19:17,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aafa,87,0,0,0,0,0,0
177,13.33.28.71,2023-02-06 01:23:46,2023-02-15 01:15:36,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aafb,74,1,0,13,0,0,0
178,13.33.33.108,2023-02-15 14:58:32,2023-02-26 13:20:24,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aafc,75,0,0,13,0,0,0
179,13.33.33.110,2023-02-15 11:05:02,2023-02-28 12:34:12,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aafd,75,0,0,13,0,0,0
180,13.33.33.114,2023-02-15 13:51:02,2023-02-27 18:10:47,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aafe,80,0,0,8,0,0,0
181,13.33.33.118,2023-02-14 19:00:11,2023-02-27 18:46:53,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcb713e42d63ee6aaff,79,0,0,9,0,0,0
182,13.33.33.126,2023-02-14 08:23:45,2023-02-28 09:27:24,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab00,81,0,0,7,0,0,0
183,13.33.33.17,2023-02-18 23:48:30,2023-02-28 09:18:37,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab01,75,0,0,13,0,0,0
184,13.33.33.38,2023-02-16 19:53:23,2023-02-27 12:39:14,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab02,80,0,0,8,0,0,0
185,13.33.33.4,2023-02-15 10:32:39,2023-02-28 10:52:28,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab03,77,0,0,11,0,0,0
186,13.33.33.40,2023-02-11 20:42:56,2023-02-28 13:34:09,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab04,75,0,0,13,0,0,0
187,13.33.33.41,2023-02-16 15:50:18,2023-02-28 00:47:37,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab05,87,0,0,0,0,0,0
188,13.33.33.5,2023-02-14 21:07:29,2023-02-28 11:09:03,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab06,87,0,0,0,0,0,0
189,13.33.33.51,2023-02-14 21:11:14,2023-02-27 09:02:06,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab07,87,0,0,0,0,0,0
190,13.33.33.53,2023-02-14 12:19:45,2023-02-27 22:28:40,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab08,75,0,0,13,0,0,0
191,13.33.33.6,2023-02-15 13:30:27,2023-02-28 01:07:59,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab09,81,0,0,7,0,0,0
192,13.33.33.60,2023-02-11 12:35:12,2023-02-28 00:30:33,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab0a,75,0,0,13,0,0,0
193,13.33.33.68,2023-02-15 03:15:01,2023-02-27 23:46:20,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab0b,87,0,0,0,0,0,0
194,13.33.33.7,2023-02-19 17:13:23,2023-02-28 09:28:00,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab0c,80,0,0,8,0,0,0
195,13.33.33.70,2023-02-12 13:19:41,2023-02-27 18:01:15,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab0d,81,0,0,7,0,0,0
196,13.33.33.72,2023-02-16 09:44:15,2023-02-27 11:18:39,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab0e,75,1,0,12,0,0,0
197,13.33.33.76,2023-02-14 21:15:48,2023-02-28 14:23:46,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab0f,82,0,0,6,0,0,0
198,13.33.33.78,2023-02-12 11:22:57,2023-02-28 11:20:54,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab10,74,0,0,14,0,0,0
199,13.33.33.91,2023-02-16 01:35:43,2023-02-27 11:35:35,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab11,81,0,0,7,0,0,0
200,13.33.33.92,2023-02-13 08:44:46,2023-02-28 12:41:35,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab12,75,0,0,13,0,0,0
201,13.33.33.94,2023-02-15 17:38:49,2023-02-27 18:23:16,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab13,81,0,0,7,0,0,0
202,13.33.33.95,2023-02-15 19:18:35,2023-02-28 04:56:39,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab14,76,0,0,12,0,0,0
203,13.33.33.97,2023-02-11 21:25:59,2023-02-28 14:54:39,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab15,81,0,0,7,0,0,0
204,13.33.37.125,2023-02-20 01:15:52,2023-02-27 03:07:14,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab16,74,0,0,14,0,0,0
205,13.33.78.115,2023-01-31 04:12:16,2023-02-27 22:35:27,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab17,87,0,0,0,0,0,0
206,13.33.79.144,2020-05-18 01:37:40,,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab18,87,0,0,0,0,0,0
207,13.33.79.24,2023-01-26 01:15:43,2023-01-26 01:15:39,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab19,75,0,0,13,0,0,0
208,13.33.88.101,2023-02-10 23:04:21,2023-02-27 23:20:13,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab1a,74,0,0,14,0,0,0
209,13.33.88.116,2023-02-10 00:19:12,2023-02-27 19:06:02,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab1b,74,0,0,14,0,0,0
210,13.33.88.117,2023-02-10 00:19:31,2023-02-28 14:37:58,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab1c,77,0,0,11,0,0,0
211,13.33.88.123,2023-02-17 12:41:52,2023-02-28 14:18:02,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab1d,79,0,0,9,0,0,0
212,13.33.88.14,2023-02-07 13:34:09,2023-02-28 12:46:57,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab1e,74,0,0,14,0,0,0
213,13.33.88.19,2023-02-08 21:55:12,2023-02-27 21:08:11,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab1f,74,0,0,14,0,0,0
214,13.33.88.20,2023-02-20 21:30:02,2023-02-28 07:34:45,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab20,79,0,0,9,0,0,0
215,13.33.88.27,2023-02-07 10:30:26,2023-02-28 10:52:28,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab21,74,0,0,14,0,0,0
216,13.33.88.3,2023-02-07 22:16:36,2023-02-28 10:53:21,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab22,74,0,0,14,0,0,0
217,13.33.88.33,2023-02-25 21:32:37,2023-02-28 15:44:19,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab23,74,0,0,14,0,0,0
218,13.33.88.4,2023-02-10 00:52:53,2023-02-28 12:52:22,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab24,87,0,0,0,0,0,0
219,13.33.88.49,2023-02-13 09:15:30,2023-02-28 11:53:01,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab25,80,0,0,8,0,0,0
220,13.33.88.55,2023-02-20 16:43:23,2023-02-28 05:00:02,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab26,75,0,0,13,0,0,0
221,13.33.88.62,2023-01-30 15:19:48,2023-02-28 06:21:57,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab27,74,0,0,14,0,0,0
222,13.33.88.64,2023-02-26 22:00:30,2023-02-28 09:27:24,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab28,87,0,0,0,0,0,0
223,13.33.88.71,2023-02-19 17:03:57,2023-02-28 08:27:31,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab29,75,0,0,13,0,0,0
224,13.33.88.79,2023-01-30 00:13:54,2023-02-28 10:00:47,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab2a,78,0,0,10,0,0,0
225,13.33.88.84,2023-02-10 16:22:56,2023-02-28 11:29:08,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab2b,74,0,0,14,0,0,0
226,13.33.88.87,2023-02-08 17:50:47,2023-02-27 10:02:31,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab2c,75,0,0,13,0,0,0
227,13.33.88.92,2023-02-13 16:00:28,2023-02-28 10:03:24,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab2d,75,0,0,13,0,0,0
228,13.33.88.94,2023-02-04 11:42:09,2023-02-28 10:45:01,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab2e,76,0,0,12,0,0,0
229,13.33.91.132,2023-02-27 15:35:23,2023-02-28 10:18:49,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab2f,75,0,0,13,0,0,0
230,13.33.92.224,2023-02-10 01:15:37,2023-02-27 01:16:01,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab30,75,0,0,13,0,0,0
231,13.35.13.83,2023-01-12 01:17:56,2023-02-05 22:08:02,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab31,81,0,0,7,0,0,0
232,13.35.17.211,2023-02-23 21:25:17,2023-02-23 21:21:02,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab32,87,0,0,0,0,0,0
233,13.35.18.21,2023-01-17 23:06:40,2023-02-14 12:57:56,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab33,87,0,0,0,0,0,0
234,13.35.18.222,2023-01-30 19:01:29,2023-02-27 23:20:10,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab34,87,0,0,0,0,0,0
235,13.35.18.228,2023-02-03 09:42:49,2023-02-23 11:20:23,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab35,87,0,0,0,0,0,0
236,13.35.19.109,2023-02-03 15:18:36,2023-02-28 07:30:48,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab36,83,0,0,5,0,0,0
237,13.35.19.185,2023-02-08 16:54:09,2023-02-26 16:06:12,0,AMAZON-02,US,16509,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab37,87,0,0,0,0,0,0
238,13.67.74.235,2023-01-17 11:29:42,2023-01-17 11:29:32,0,MICROSOFT-CORP-MSN-AS-BLOCK,SG,8075,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab38,74,0,0,14,0,0,0
239,13.67.9.11,2023-02-01 10:07:55,2023-02-21 14:36:53,0,MICROSOFT-CORP-MSN-AS-BLOCK,SG,8075,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab39,74,0,0,14,0,0,0
240,132.147.114.72,2023-02-06 05:57:20,2023-02-28 09:28:00,0,Viewqwest Pte Ltd,SG,18106,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab3a,78,0,0,10,0,0,0
241,132.147.114.92,2023-02-23 23:47:36,2023-02-26 18:53:34,0,Viewqwest Pte Ltd,SG,18106,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab3b,78,0,0,10,0,0,0
242,134.238.32.89,2022-07-04 00:47:39,,0,GOOGLE-CLOUD-PLATFORM,SG,396982,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab3c,78,0,0,10,0,0,0
243,138.113.125.14,2023-02-01 21:48:13,2023-02-26 20:32:04,0,QUANTILNETWORKS,US,54994,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab3d,73,0,0,15,0,0,0
244,138.199.60.185,2023-02-27 15:52:10,2023-02-27 15:52:05,0,Datacamp Limited,SG,212238,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab3e,71,2,0,15,0,0,0
245,138.75.100.175,2022-07-04 07:07:16,,0,MobileOne Ltd. MobileInternet Service Provider Singapore,SG,4773,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab3f,87,0,0,0,0,0,0
246,139.99.45.37,2021-08-02 20:35:12,2023-02-27 08:53:13,0,OVH SAS,SG,16276,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab40,83,0,0,6,0,0,0
247,139.99.49.250,2021-09-15 18:38:42,2023-02-18 14:46:23,0,OVH SAS,SG,16276,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab41,73,0,0,15,0,0,0
248,139.99.68.6,2021-06-22 01:23:34,2023-02-28 01:50:57,0,OVH SAS,SG,16276,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab42,73,1,0,14,0,0,0
249,14.100.2.42,,,0,Singtel Fibre Broadband,SG,9506,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab43,87,0,0,0,0,0,0
250,142.251.85.135,2023-01-24 17:49:37,2023-02-20 04:37:46,0,GOOGLE,US,15169,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab44,87,0,0,0,0,0,0
251,142.251.85.72,2023-01-22 00:44:37,2023-01-22 00:43:21,0,GOOGLE,US,15169,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab45,87,0,0,0,0,0,0
252,142.251.88.10,2023-01-26 21:28:36,2023-02-12 17:56:21,0,GOOGLE,US,15169,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab46,87,0,0,0,0,0,0
253,142.251.88.72,2023-01-26 09:58:25,2023-02-12 23:45:36,0,GOOGLE,US,15169,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab47,80,0,0,8,0,0,0
254,142.251.88.74,2023-02-01 00:43:59,2023-02-01 00:43:04,0,GOOGLE,US,15169,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab48,80,0,0,8,0,0,0
255,142.251.91.102,2023-01-25 00:17:28,2023-02-13 00:40:14,0,GOOGLE,US,15169,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab49,87,0,0,0,0,0,0
256,142.251.91.103,2023-02-12 20:07:45,2023-02-12 20:02:50,0,GOOGLE,US,15169,,2023-03-01 11:51:37.658733+08:00,SG,63fecbcc713e42d63ee6ab4a,87,0,0,0,0,0,0
